0,  0.0821380615234375,389 ,32
1,  0.6062541007995605,6447 ,129
2,  0.09856796264648438,658 ,73
3,  0.12367391586303711,1037 ,51
4,  0.24939990043640137,2172 ,127
5,  0.10202598571777344,768 ,64
6,  0.1761312484741211,1232 ,85
7,  0.8381040096282959,4396 ,235
8,  0.2373499870300293,2172 ,84
9,  0.34896111488342285,1994 ,178
10,  0.2131948471069336,1826 ,106
11,  0.2835969924926758,1540 ,84
12,  0.3812131881713867,2550 ,92
13,  1.778337001800537,5622 ,247
14,  0.16762495040893555,2580 ,87
15,  0.47336292266845703,3622 ,215
16,  0.5252161026000977,4296 ,179
17,  0.10701274871826172,979 ,50
18,  0.3792729377746582,3602 ,176
19,  0.1281452178955078,1403 ,70
20,  0.08082914352416992,503 ,33
21,  0.7239408493041992,4026 ,168
22,  0.3116610050201416,2492 ,135
23,  0.20990300178527832,1610 ,89
24,  0.28836774826049805,2010 ,128
25,  0.283466100692749,2067 ,133
26,  0.9676258563995361,6748 ,292
27,  0.09829926490783691,655 ,34
28,  1.1566731929779053,6570 ,232
29,  0.6792910099029541,6899 ,150
30,  0.25649094581604004,1846 ,120
31,  0.7614889144897461,5444 ,195
32,  0.08013725280761719,354 ,21
33,  1.7284080982208252,6200 ,262
34,  0.5454239845275879,2822 ,135
35,  0.16743111610412598,1559 ,102
36,  0.3146219253540039,2896 ,129
37,  0.39041900634765625,4993 ,117
38,  0.3060638904571533,1720 ,138
39,  0.12628769874572754,1116 ,51
40,  2.18713116645813,9568 ,298
41,  0.536707878112793,3384 ,124
42,  0.21702790260314941,1414 ,98
43,  0.15400028228759766,906 ,75
44,  0.15937042236328125,1463 ,72
45,  0.12343716621398926,1165 ,77
46,  0.20107197761535645,2275 ,69
47,  0.08400082588195801,577 ,37
48,  0.23573780059814453,1466 ,127
49,  1.4542829990386963,6163 ,196
50,  0.5491058826446533,3266 ,180
51,  0.22023820877075195,1585 ,83
52,  0.31725120544433594,2504 ,114
53,  0.22707605361938477,1703 ,96
54,  0.0868539810180664,602 ,59
55,  0.25614118576049805,2487 ,112
56,  0.974992036819458,6605 ,241
57,  1.3801019191741943,4916 ,202
58,  1.0740129947662354,4630 ,191
59,  0.3845250606536865,2351 ,129
60,  0.20025110244750977,1568 ,108
61,  0.5555777549743652,4311 ,127
62,  0.1891038417816162,1904 ,104
63,  0.13729000091552734,1227 ,78
64,  0.2273249626159668,1614 ,115
65,  0.08169889450073242,798 ,35
66,  0.07624101638793945,454 ,41
67,  1.37174391746521,5553 ,210
68,  0.31322193145751953,2521 ,76
69,  0.4200587272644043,2439 ,154
70,  0.1943988800048828,1695 ,95
71,  0.7475290298461914,4715 ,294
72,  0.07965302467346191,755 ,39
73,  0.39164113998413086,3365 ,181
74,  0.46207618713378906,2769 ,137
75,  0.1250917911529541,946 ,85
76,  0.15181207656860352,1124 ,70
77,  0.18307280540466309,1218 ,90
78,  0.2911098003387451,2328 ,98
79,  0.4866809844970703,2983 ,146
80,  0.16205883026123047,1383 ,113
81,  0.21324491500854492,1415 ,122
82,  0.09977602958679199,657 ,54
83,  0.10029006004333496,922 ,47
84,  0.22388601303100586,1993 ,186
85,  0.11347794532775879,1190 ,57
86,  0.23200678825378418,1590 ,93
87,  0.20456600189208984,1736 ,122
88,  0.6094636917114258,3332 ,183
89,  0.20006203651428223,2068 ,129
90,  0.33103203773498535,2781 ,160
91,  0.16843700408935547,1354 ,68
92,  0.07665896415710449,284 ,29
93,  0.3555479049682617,3554 ,122
94,  1.3523950576782227,10198 ,211
95,  0.2443242073059082,2311 ,103
96,  0.5839884281158447,4408 ,246
97,  0.2584350109100342,2281 ,105
98,  0.3992140293121338,3862 ,114
99,  0.33640170097351074,2845 ,146
100,  0.45871567726135254,3451 ,120
